,,access,bridge,distance,from,highway,lanes,name,oneway,service,to,tunnel
1032493871,1032493877,,,39.930581,1032493871,footway,,,,,1032493877,
1032493877,2541087378,,,40.03444,1032493877,footway,,,,,2541087378,
2541087378,1032493879,,,20.195502,2541087378,footway,,,,,1032493879,
1032493879,1032493687,,,40.881731,1032493879,footway,,,,,1032493687,
1032493687,1032493888,,,37.235255,1032493687,footway,,,,,1032493888,
1032493888,1032493687,,,37.235255,1032493888,footway,,,,,1032493687,
1032493888,1032484729,,,16.654568,1032493888,footway,,,,,1032484729,
1032484748,1032601795,,,37.750807,1032484748,footway,,,,,1032601795,
1032493714,1032493793,,,38.678017,1032493714,footway,,,,,1032493793,
1639981370,2394532753,,,25.97707,1639981370,footway,,,,,2394532753,
2394532753,1639981337,,,25.962393,2394532753,footway,,,,,1639981337,
1038011338,1038011348,,,53.48606,1038011338,footway,,,,,1038011348,
1038011350,1038011351,,,49.478699,1038011350,footway,,,,,1038011351,
1038011383,5098734692,,,30.203071,1038011383,footway,,,,,5098734692,
5098734692,1038011356,,,18.828817,5098734692,footway,,,,,1038011356,
1038011358,1038011363,,,93.311615,1038011358,footway,,,,,1038011363,
1038011363,1317509547,,,34.216936,1038011363,footway,,,,,1317509547,
1038011366,1038011363,,,18.432443,1038011366,footway,,,,,1038011363,
1317509543,1038011338,,,50.46496,1317509543,footway,,,,,1038011338,
1038011338,1038011351,,,7.300833,1038011338,footway,,,,,1038011351,
1038011351,1038011376,,,22.550121,1038011351,footway,,,,,1038011376,
1038011376,1038011356,,,30.877249,1038011376,footway,,,,,1038011356,
1038011356,1038011358,,,3.969101,1038011356,footway,,,,,1038011358,
1038011358,5098734691,,,70.161873,1038011358,footway,,,,,5098734691,
5098734691,1317509538,,,4.596069,5098734691,footway,,,,,1317509538,
1038011383,1038011350,,,12.592016,1038011383,footway,,,,,1038011350,
1038011350,1038011376,,,38.926229,1038011350,footway,,,,,1038011376,
1038011376,1038011348,,,56.085511,1038011376,footway,,,,,1038011348,
1038011348,1038011366,,,0.703918,1038011348,footway,,,,,1038011366,
1183597434,1396156672,,,56.283123,1183597434,pedestrian,,,,,1396156672,
1396156672,1569129895,,,60.998392,1396156672,pedestrian,,,,,1569129895,
1569129895,1183597470,,,12.848442,1569129895,pedestrian,,,,,1183597470,
1183597470,1183597462,,,33.798145,1183597470,pedestrian,,,,,1183597462,
1183597462,1183597434,,,40.721571,1183597462,pedestrian,,,,,1183597434,
1032493784,1032493716,,,10.758753,1032493784,footway,,,,,1032493716,
1032493716,1032493781,,,18.369331,1032493716,footway,,,,,1032493781,
1317491376,1317490993,,,27.518791,1317491376,path,,,,,1317490993,
1317491043,1317491065,,,30.050272,1317491043,path,,,,,1317491065,
1317491065,1317491376,,yes,32.149797,1317491065,path,,,,,1317491376,
2170472398,386571636,,,23.102368,2170472398,path,,,,,386571636,
1396149181,1569745043,,,41.21366,1396149181,service,,,,driveway,1569745043,
1569745043,1633701480,,,6.078493,1569745043,service,,,,driveway,1633701480,
1032493877,1317509546,,,24.019431,1032493877,footway,,,,,1317509546,
1317509546,1032484730,,,25.096788,1317509546,footway,,,,,1032484730,
1032484730,1317509544,,,27.284305,1032484730,footway,,,,,1317509544,
1317509544,1317509548,,,23.304503,1317509544,footway,,,,,1317509548,
1032484740,1032484744,,,67.650921,1032484740,footway,,,,,1032484744,
1396156679,1396156676,,yes,19.625354,1396156679,footway,,,,,1396156676,
1032484721,2541099073,,,25.208148,1032484721,footway,,,,,2541099073,
2541099073,1032484738,,,9.869564,2541099073,footway,,,,,1032484738,
1032484738,376238244,,,15.216568,1032484738,footway,,,,,376238244,
1032484744,376238242,,,16.356501,1032484744,footway,,,,,376238242,
376238242,376238244,,,36.976135,376238242,footway,,,,,376238244,
376238244,1032493601,,,54.720675,376238244,footway,,,,,1032493601,
1032493601,1032484747,,,3.384659,1032493601,footway,,,,,1032484747,
1032484747,1032493599,,,33.205618,1032484747,footway,,,,,1032493599,
1396156676,2562399619,,,8.983302,1396156676,footway,,,,,2562399619,
2562399619,2541099073,,,6.05437,2562399619,footway,,,,,2541099073,
1032484747,1032493613,,,6.399169,1032484747,footway,,,,,1032493613,
1032493613,1032484748,,,20.702611,1032493613,footway,,,,,1032484748,
1032484748,1032493591,,,3.162252,1032484748,footway,,,,,1032493591,
1032493591,2170439583,,,25.170553,1032493591,footway,,,,,2170439583,
1032484739,1032484765,,,32.168574,1032484739,footway,,,,,1032484765,
1032484765,1032484721,,,22.348311,1032484765,footway,,,,,1032484721,
1569744787,1538660415,,,62.945165,1569744787,footway,,,,,1538660415,
1538660415,1569744825,,,13.066083,1538660415,footway,,,,,1569744825,
1551736300,1551736327,,,7.237631,1551736300,footway,,,,,1551736327,
1551736327,1551736646,,,33.017011,1551736327,footway,,,,,1551736646,
1634777945,1551736526,,,94.376414,1634777945,path,,,,,1551736526,
1551736526,1551736796,,,55.830931,1551736526,path,,,,,1551736796,
1551736327,1551736574,,,25.423254,1551736327,footway,,,,,1551736574,
1551736604,1551736574,,,29.913747,1551736604,footway,,,,,1551736574,
1551736574,1551736646,,,31.570756,1551736574,footway,,,,,1551736646,
1551736646,1634777942,,,9.14334,1551736646,footway,,,,,1634777942,
1551736348,1551736597,,,19.215217,1551736348,footway,,,,,1551736597,
2882341574,1551736300,,,40.859425,2882341574,footway,,,,,1551736300,
1568436340,1568436583,,,38.880592,1568436340,footway,,,,,1568436583,
1568436550,1568436252,,,5.862738,1568436550,footway,,,,,1568436252,
1568436252,1568436319,,,40.356022,1568436252,footway,,,,,1568436319,
1568436319,1568436304,,,45.557149,1568436319,footway,,,,,1568436304,
1568436319,1568436246,,,29.790973,1568436319,footway,,,,,1568436246,
1568436252,1568436246,,,26.778668,1568436252,footway,,,,,1568436246,
1569129741,1569129726,,,34.590211,1569129741,footway,,,,,1569129726,
1569129739,1569129780,,,28.595528,1569129739,footway,,,,,1569129780,
1569129780,1569129743,,,5.615042,1569129780,footway,,,,,1569129743,
1569129835,1569129821,,,35.842831,1569129835,footway,,,,,1569129821,
1569129821,1569129792,,,2.093988,1569129821,footway,,,,,1569129792,
1569129792,1183597488,,,19.576897,1569129792,footway,,,,,1183597488,
1183597488,1569129739,,,33.189157,1183597488,footway,,,,,1569129739,
1569129806,1569129747,,,7.042623,1569129806,footway,,,,,1569129747,
1569129747,1569129778,,,21.959972,1569129747,footway,,,,,1569129778,
1569129895,1396156681,,,14.706872,1569129895,footway,,,,,1396156681,
1396156681,1183597488,,,22.221806,1396156681,footway,,,,,1183597488,
1183597488,1183597444,,,21.114516,1183597488,footway,,,,,1183597444,
1183597444,1569129743,,,7.497877,1183597444,footway,,,,,1569129743,
1569129742,1569129747,,,8.872711,1569129742,footway,,,,,1569129747,
1569129747,1569129783,,,31.530097,1569129747,footway,,,,,1569129783,
1569129747,1569129741,,,27.149256,1569129747,footway,,,,,1569129741,
1569129741,1569129869,,,14.902809,1569129741,footway,,,,,1569129869,
1569129821,1396156681,,,28.072173,1569129821,footway,,,,,1396156681,
1396156681,1569129739,,,46.330219,1396156681,footway,,,,,1569129739,
1569129739,1569129778,,,2.547945,1569129739,footway,,,,,1569129778,
1569129778,1569129783,,,27.815922,1569129778,footway,,,,,1569129783,
1569129783,1569129869,,,3.504608,1569129783,footway,,,,,1569129869,
1569129869,1569129769,,,99.246332,1569129869,footway,,,,,1569129769,
1569129792,1183597444,,,32.57818,1569129792,footway,,,,,1183597444,
1183597444,1569129780,,,4.916375,1183597444,footway,,,,,1569129780,
1569129780,1569129742,,,8.721278,1569129780,footway,,,,,1569129742,
1569129742,1569129806,,,9.733573,1569129742,footway,,,,,1569129806,
1569129806,1569129726,,,31.476401,1569129806,footway,,,,,1569129726,
1569129726,1569129786,,,40.822197,1569129726,footway,,,,,1569129786,
1569744905,1569744914,,,30.572541,1569744905,footway,,,,,1569744914,
1569744972,1569744905,,,54.103523,1569744972,footway,,,,,1569744905,
1569744905,1569744945,,,32.022337,1569744905,footway,,,,,1569744945,
1569744945,1569745043,,,5.784485,1569744945,footway,,,,,1569745043,
1538660415,1569744972,,,64.09355,1538660415,footway,,,,,1569744972,
1569744972,1569744978,,,46.53878,1569744972,footway,,,,,1569744978,
1569744978,1569744761,,,15.668705,1569744978,footway,,,,,1569744761,
3235485055,5396346519,,,25.221674,3235485055,footway,,,,,5396346519,
1570583241,1570583264,,,67.999171,1570583241,footway,,,,,1570583264,
1570583264,1570583259,,,38.455424,1570583264,footway,,,,,1570583259,
1570583259,1570583263,,,14.42805,1570583259,footway,,,,,1570583263,
1570583243,1570583259,,,65.280368,1570583243,footway,,,,,1570583259,
1570583259,3051164548,,,56.547069,1570583259,footway,,,,,3051164548,
1570583249,1570583264,,,65.264965,1570583249,footway,,,,,1570583264,
1570583264,1570583261,,,30.44795,1570583264,footway,,,,,1570583261,
1570583261,1570583245,,,7.182302,1570583261,footway,,,,,1570583245,
1570583245,3051164547,,,18.834724,1570583245,footway,,,,,3051164547,
261139505,1032484729,,,14.836988,261139505,footway,,,,,1032484729,
1032484729,1396156677,,,93.889897,1032484729,footway,,,,,1396156677,
1396156677,1032484730,,,26.547229,1396156677,footway,,,,,1032484730,
1032484730,1317509545,,,25.842362,1032484730,footway,,,,,1317509545,
1317509545,1032484712,,,27.53416,1317509545,footway,,,,,1032484712,
1032484712,1032484713,,,35.081192,1032484712,footway,,,,,1032484713,
1580168715,1580168716,,,4.511304,1580168715,steps,,,,,1580168716,
1580168716,1580168672,,,10.798745,1580168716,footway,,,,,1580168672,
1685296303,1685296304,,,41.938711,1685296303,service,,,,parking_aisle,1685296304,
1685296304,1685296299,,,39.932338,1685296304,service,,,,parking_aisle,1685296299,
1685296299,1685296315,,,13.759378,1685296299,service,,,,parking_aisle,1685296315,
1685296315,1685296303,,,18.75977,1685296315,service,,,,parking_aisle,1685296303,
1685296303,1580168748,,,20.172085,1685296303,service,,,,parking_aisle,1580168748,
1581591866,5394546340,,,8.210714,1581591866,residential,,South Kenwood Avenue,,,5394546340,
5394546340,1581591873,,,68.154852,5394546340,residential,,South Kenwood Avenue,,,1581591873,
1581591873,1653904616,,,34.903138,1581591873,service,,,,parking_aisle,1653904616,
1653904616,1653904539,,,17.917367,1653904616,service,,,,parking_aisle,1653904539,
1653904539,2372687529,,,13.628289,1653904539,service,,,,parking_aisle,2372687529,
1575868636,1586857890,,,23.032556,1575868636,service,,,,driveway,1586857890,
386824378,2406355900,,,24.934199,386824378,footway,,,,,2406355900,
1586910228,1586910264,,,9.473621,1586910228,path,,,,,1586910264,
1586910264,386824340,,,25.819244,1586910264,path,,,,,386824340,
386824340,386824717,,,27.351436,386824340,path,,,,,386824717,
386824717,1586910228,,,9.939582,386824717,path,,,,,1586910228,
386824717,386824709,,,10.921552,386824717,path,,,,,386824709,
386824709,1586910264,,,11.577518,386824709,path,,,,,1586910264,
1587752418,1587752137,,,12.921551,1587752418,footway,,,,,1587752137,
1587752328,1587752097,,,81.947373,1587752328,footway,,,,,1587752097,
1587752097,1587752137,,,18.997063,1587752097,footway,,,,,1587752137,
1587752137,1587752217,,,13.137943,1587752137,footway,,,,,1587752217,
1587752217,4047380776,,,15.421098,1587752217,footway,,,,,4047380776,
4047380776,1587752337,,,15.053747,4047380776,footway,,,,,1587752337,
1587752337,2468074948,,,10.312145,1587752337,footway,,,,,2468074948,
2468074948,2468074921,,,58.713374,2468074948,footway,,,,,2468074921,
2468074921,1587752231,,,10.679279,2468074921,footway,,,,,1587752231,
1587752231,3235485018,,,12.591601,1587752231,footway,,,,,3235485018,
3235485018,5397144714,,,20.620636,3235485018,footway,,,,,5397144714,
5397144714,5394546327,,,19.97559,5397144714,footway,,,,,5394546327,
5394546327,3235484971,,,6.732642,5394546327,footway,,,,,3235484971,
3235484971,5394546363,,,10.188733,3235484971,footway,,,,,5394546363,
1587752154,4047380774,,,16.128498,1587752154,footway,,,,,4047380774,
4047380774,1587752219,,,14.793687,4047380774,footway,,,,,1587752219,
1587752219,2468074947,,,9.198785,1587752219,footway,,,,,2468074947,
2468074947,2468074918,,,59.575147,2468074947,footway,,,,,2468074918,
2468074918,1587752453,,,10.889505,2468074918,footway,,,,,1587752453,
1587752217,1587752418,,,14.554645,1587752217,footway,,,,,1587752418,
1587752418,1587752376,,,22.557028,1587752418,footway,,,,,1587752376,
1587752376,5396346510,,,8.742373,1587752376,footway,,,,,5396346510,
5396346509,1587752412,,,8.467279,5396346509,footway,,,,,1587752412,
1587752412,1587752508,,,19.265689,1587752412,footway,,,,,1587752508,
1587752508,1587752328,,,9.85957,1587752508,footway,,,,,1587752328,
1587752328,1587752154,,,9.53298,1587752328,footway,,,,,1587752154,
1587752154,1587752508,,,13.720217,1587752154,footway,,,,,1587752508,
5396346503,1587772085,,,7.876565,5396346503,footway,,,,,1587772085,
1587772085,4047380781,,,49.490351,1587772085,footway,,,,,4047380781,
4047380781,1587772173,,,14.575633,4047380781,footway,,,,,1587772173,
1587772173,1587772148,,,79.286462,1587772173,footway,,,,,1587772148,
1587772148,1587772101,,,13.615316,1587772148,footway,,,,,1587772101,
1587772101,1587772151,,,40.003173,1587772101,footway,,,,,1587772151,
1587772151,5394546344,,,8.264127,1587772151,footway,,,,,5394546344,
4047380775,4047380770,,,4.995821,4047380775,footway,,,,,4047380770,
4047380770,1587883240,,,15.354602,4047380770,footway,,,,,1587883240,
1587883240,5397144699,,,71.363876,1587883240,footway,,,,,5397144699,
1587752453,3235485016,,,12.50237,1587752453,footway,,,,,3235485016,
3235485016,5397144702,,,20.488764,3235485016,footway,,,,,5397144702,
5397144702,5394546320,,,19.721259,5397144702,footway,,,,,5394546320,
5394546320,1587883237,,,7.541432,5394546320,footway,,,,,1587883237,
1587883237,4047380728,,,9.85533,1587883237,footway,,,,,4047380728,
5396346504,1587883258,,,8.888684,5396346504,footway,,,,,1587883258,
1587883258,4047380772,,,48.623114,1587883258,footway,,,,,4047380772,
4047380772,1587883283,,,14.92837,4047380772,footway,,,,,1587883283,
1587883269,1587883242,,,79.950641,1587883269,footway,,,,,1587883242,
1588218435,1588218427,yes,,113.221083,1588218435,residential,,South Maryland Avenue,,,1588218427,
1588218427,261139519,yes,,27.26319,1588218427,residential,,South Maryland Avenue,,,261139519,
261139519,5396349326,yes,,193.902504,261139519,residential,,South Maryland Avenue,,,5396349326,
5396349326,261192051,yes,,9.388683,5396349326,residential,,South Maryland Avenue,,,261192051,
1588218435,367760220,yes,,50.898823,1588218435,residential,,South Maryland Avenue,,,367760220,yes
1588218427,1588218497,,,46.16005,1588218427,service,,,yes,driveway,1588218497,
1611257954,5103668164,,,134.238864,1611257954,footway,,,,,5103668164,
5103668164,1611257789,,,46.67474,5103668164,footway,,,,,1611257789,
1611265415,1396156679,,,9.187075,1611265415,footway,,,,,1396156679,
1709211545,1619256316,,,58.91597,1709211545,service,,,,parking_aisle,1619256316,
1619256316,1619256292,,,30.701693,1619256316,service,,,,parking_aisle,1619256292,
1633701516,1633701614,,,9.073505,1633701516,service,,,,driveway,1633701614,
1633701614,1396149221,,,39.558558,1633701614,service,,,,driveway,1396149221,
1633701480,1633701516,,,5.528698,1633701480,service,,,,driveway,1633701516,yes
1639981252,1639981370,,,32.999114,1639981252,footway,,,,,1639981370,
1639981370,1639981258,,,29.320442,1639981370,footway,,,,,1639981258,
1032493732,1032493771,,,39.140111,1032493732,footway,,,,,1032493771,
1639981280,1639981337,,,32.973486,1639981280,footway,,,,,1639981337,
1639981337,1639981411,,,28.958181,1639981337,footway,,,,,1639981411,
1649641078,1649641081,,,39.69591,1649641078,service,,,,parking_aisle,1649641081,
1651041945,1651041942,,,67.131777,1651041945,service,,,,parking_aisle,1651041942,
261160239,261119775,,,30.255946,261160239,residential,,South Dorchester Avenue,yes,,261119775,
261119775,261160241,,,130.597422,261119775,residential,,South Dorchester Avenue,yes,,261160241,
261160241,1671391996,,,170.119531,261160241,residential,,South Dorchester Avenue,yes,,1671391996,
1671391996,261160242,,,32.637833,1671391996,residential,,South Dorchester Avenue,yes,,261160242,
1651041958,2372687565,,,67.16688,1651041958,service,,,,parking_aisle,2372687565,
261202625,261207133,,,29.619608,261202625,secondary,,East Midway Plaisance,yes,,261207133,
1653904520,1653904616,,,44.565426,1653904520,service,,,,parking_aisle,1653904616,
1653904616,1653904539,,,17.917367,1653904616,service,,,,parking_aisle,1653904539,
1653904539,1653904520,,,48.033657,1653904539,service,,,,parking_aisle,1653904520,
1657306992,1657306988,,,133.396693,1657306992,service,,,,driveway,1657306988,
1658287430,1658287035,,,24.053204,1658287430,service,,,,parking_aisle,1658287035,
1658287255,1658287411,,,27.172732,1658287255,service,,,no,parking_aisle,1658287411,
1658287411,1658287458,,,18.364938,1658287411,service,,,no,parking_aisle,1658287458,
1658287458,1897878610,,,13.531896,1658287458,service,,,no,parking_aisle,1897878610,
1671391999,1671391996,,,55.914495,1671391999,service,,,,parking_aisle,1671391996,
1685296298,1673177603,,,126.165116,1685296298,service,,,,alley,1673177603,
1674040633,1674040732,,,23.040312,1674040633,footway,,,,,1674040732,
1674040732,1674040525,,,23.952136,1674040732,footway,,,,,1674040525,
1674040732,1674040662,,,30.570854,1674040732,footway,,,,,1674040662,
1676148621,1676148805,,,61.585489,1676148621,service,,,,alley,1676148805,
2485911542,1678146249,,,78.063454,2485911542,footway,,,,,1678146249,
1678655002,1678655103,,,24.821563,1678655002,service,,,no,driveway,1678655103,
1680902043,1680901390,,,37.826113,1680902043,service,,,,parking_aisle,1680901390,
1673250097,1685262396,,,67.4106,1673250097,service,,,,parking_aisle,1685262396,
1685262396,1685262461,,,109.265474,1685262396,service,,,,alley,1685262461,
1685262461,1685262439,,,202.934169,1685262461,service,,,,alley,1685262439,
1685262439,1685262422,,,161.28081,1685262439,service,,,,alley,1685262422,
1684142939,1685262411,,,66.666397,1684142939,service,,,,alley,1685262411,
1685262411,1685262438,,,67.402824,1685262411,service,,,,alley,1685262438,
1685262397,1685262418,,,130.177422,1685262397,service,,,,alley,1685262418,
1685262418,1685262440,,,203.28552,1685262418,service,,,,alley,1685262440,
1685296309,1685296310,,,202.749344,1685296309,service,,,,alley,1685296310,
1685296310,1685296301,,,113.444431,1685296310,service,,,,alley,1685296301,
1685296315,1685296304,,,37.478754,1685296315,service,,,,parking_aisle,1685296304,
1709211545,1709211543,,,7.932638,1709211545,service,,,,parking_aisle,1709211543,
1709211543,1619256316,,,59.132881,1709211543,service,,,,parking_aisle,1619256316,
1710177835,1710177730,,,3.759447,1710177835,service,,,,parking_aisle,1710177730,
1709211545,1710177835,,,15.998111,1709211545,service,,,,parking_aisle,1710177835,
1710177835,1710177730,,,3.759447,1710177835,service,,,,parking_aisle,1710177730,
1710177730,1709211543,,,21.565871,1710177730,service,,,,parking_aisle,1709211543,
1658287382,1711913469,,,27.809068,1658287382,pedestrian,,,,,1711913469,
1711913469,1658287382,,,27.809068,1711913469,pedestrian,,,,,1658287382,
1889253139,1889253076,,,161.871047,1889253139,service,,,,alley,1889253076,
1889253076,1889253094,,,162.105255,1889253076,service,,,,alley,1889253094,
1889253113,1889253127,,,135.404221,1889253113,service,,,,alley,1889253127,
1889253067,2269168253,,,94.435568,1889253067,service,,,,alley,2269168253,
2269168253,1889253114,,,20.691448,2269168253,service,,,,alley,1889253114,
1889253068,1889253072,,,122.549076,1889253068,service,,,,alley,1889253072,
1889253072,2269161708,,,20.269697,1889253072,service,,,,alley,2269161708,
1897878613,1897878601,,,134.233093,1897878613,service,,,,alley,1897878601,
261160243,5396370405,,,8.098647,261160243,residential,,South Dorchester Avenue,,,5396370405,
5396370405,4047380784,,,41.194149,5396370405,residential,,South Dorchester Avenue,,,4047380784,
4047380784,261160245,,,14.884589,4047380784,residential,,South Dorchester Avenue,,,261160245,
261160245,261160246,,,79.540782,261160245,residential,,South Dorchester Avenue,,,261160246,
261160193,261160194,,,164.096702,261160193,residential,,South Dorchester Avenue,yes,,261160194,
261160194,261160195,,,81.823552,261160194,residential,,South Dorchester Avenue,yes,,261160195,
261160195,2287552804,,,16.387507,261160195,residential,,South Dorchester Avenue,yes,,2287552804,
2287552804,261160197,,,20.214589,2287552804,residential,,South Dorchester Avenue,yes,,261160197,
1954300562,1954300601,,,67.241092,1954300562,service,,,,alley,1954300601,
1954300601,1954300609,,,66.461413,1954300601,service,,,,alley,1954300609,
1685296299,1954300550,,,15.479022,1685296299,service,,,,parking_aisle,1954300550,
1954300550,2372687570,,,57.585428,1954300550,service,,,,alley,2372687570,
2372687570,1954300601,,,141.557856,2372687570,service,,,,alley,1954300601,
1977786694,1977786662,,,19.925138,1977786694,footway,,,,,1977786662,
1977786613,1977786714,,,59.091855,1977786613,footway,,,,,1977786714,
1977786714,1977786633,,,20.571501,1977786714,footway,,,,,1977786633,
1977786633,1977786710,,,20.31795,1977786633,footway,,,,,1977786710,
1977786710,1977786606,,,59.662194,1977786710,footway,,,,,1977786606,
1977786776,1977786698,,,33.569427,1977786776,service,,,,driveway,1977786698,
1977786698,1977786682,,,23.411971,1977786698,service,,,,driveway,1977786682,
1977786682,1977786698,,,23.411971,1977786682,service,,,,driveway,1977786698,
1977786725,1977786754,,,14.543521,1977786725,footway,,,,,1977786754,
1977786754,1977786683,,,15.029179,1977786754,footway,,,,,1977786683,
1977786683,1977786639,,,14.89924,1977786683,footway,,,,,1977786639,
1977786639,1977786694,,,37.067216,1977786639,footway,,,,,1977786694,
1977786694,1977786725,,,27.761917,1977786694,footway,,,,,1977786725,
1977786683,1977786633,,,7.092299,1977786683,footway,,,,,1977786633,
1977786633,2468074933,,,9.686705,1977786633,footway,,,,,2468074933,
1977786710,1977786639,,,6.87004,1977786710,footway,,,,,1977786639,
1977786714,1977786754,,,7.397865,1977786714,footway,,,,,1977786754,
1977786623,2394543895,,,2.339387,1977786623,pedestrian,,,,,2394543895,
2394543895,2394543883,,,12.362684,2394543895,pedestrian,,,,,2394543883,
2394543883,2394543885,,,11.903519,2394543883,pedestrian,,,,,2394543885,
2394543885,1977786623,,,13.961132,2394543885,pedestrian,,,,,1977786623,
1977810866,1977810870,,,15.759803,1977810866,service,,,,parking_aisle,1977810870,
1977810870,1977810864,,,34.429463,1977810870,service,,,,parking_aisle,1977810864,
1977810867,1977810868,,,92.263204,1977810867,service,,,yes,parking_aisle,1977810868,
1977810868,1977810812,,,15.55612,1977810868,service,,,,parking_aisle,1977810812,
1977810812,1977810864,,,15.27793,1977810812,service,,,,parking_aisle,1977810864,
1977810868,1977810866,,,33.683862,1977810868,service,,,,parking_aisle,1977810866,
1977810867,1977810864,,,92.290594,1977810867,service,,,yes,parking_aisle,1977810864,
1977810846,1977810866,,,59.701188,1977810846,service,,,no,parking_aisle,1977810866,
1977810812,1977810867,,,90.980196,1977810812,service,,,yes,parking_aisle,1977810867,
2047454726,2047454735,,,24.950745,2047454726,footway,,,,,2047454735,
2047454735,2047454729,,,57.852111,2047454735,footway,,,,,2047454729,
2047454735,1183597463,,,53.679006,2047454735,footway,,,,,1183597463,
1396156672,1183597463,,,46.227898,1396156672,footway,,,,,1183597463,
1183597463,2047454726,,,38.97901,1183597463,footway,,,,,2047454726,
2047454726,2047454722,,,10.132712,2047454726,footway,,,,,2047454722,
2170439566,2170439633,,,7.660454,2170439566,footway,,,,,2170439633,
2170439603,2170439694,,,7.01037,2170439603,footway,,,,,2170439694,
2170439632,2170439709,,,7.262937,2170439632,footway,,,,,2170439709,
2170439647,2170439570,,,7.760853,2170439647,footway,,,,,2170439570,
2170472360,2170472398,,,137.338976,2170472360,path,,,,,2170472398,
2174728642,2174728685,,,112.668952,2174728642,service,,,,alley,2174728685,
2269161708,2269161692,,,53.99735,2269161708,service,,,,parking_aisle,2269161692,
2269161690,261148584,,,44.188434,2269161690,residential,,East 54th Place,,,261148584,
261148584,2269161695,,,63.207369,261148584,residential,,East 54th Place,,,2269161695,
2269161695,261176814,,,62.834108,2269161695,residential,,East 54th Place,,,261176814,
261176814,1889253054,,,45.886633,261176814,residential,,East 54th Place,,,1889253054,
2269161699,2269161690,,,160.160727,2269161699,service,,,,alley,2269161690,
2269161690,2269161719,,,127.5879,2269161690,service,,,,alley,2269161719,
2269161723,2269161695,,,127.625842,2269161723,service,,,,alley,2269161695,
2269161732,2269161680,,,15.566685,2269161732,service,,,,parking_aisle,2269161680,
2269168235,2269168258,,,22.511687,2269168235,footway,,,,,2269168258,
2269168251,2269168255,,,17.688275,2269168251,footway,,,,,2269168255,
1562399234,2269168258,,,49.410277,1562399234,footway,,,,,2269168258,
2269168258,2269168251,,,70.428008,2269168258,footway,,,,,2269168251,
2269168251,2269168253,,,67.717084,2269168251,footway,,,,,2269168253,
261181131,1889253076,,,62.5665,261181131,residential,,East 54th Place,yes,,1889253076,
1889253076,261181130,,,63.785241,1889253076,residential,,East 54th Place,yes,,261181130,
2274379097,2274379079,,,93.146271,2274379097,service,,,,parking_aisle,2274379079,
1673177603,1673177646,,,28.704627,1673177603,service,,,,alley,1673177646,
2274379079,5425489950,,,7.263458,2274379079,service,,,,alley,5425489950,
5425489950,1673177772,,,61.011208,5425489950,service,,,,alley,1673177772,
1673177646,2274379097,,,13.281163,1673177646,service,,,,alley,2274379097,
1673177772,1685262411,,,53.728057,1673177772,service,,,,alley,1685262411,
1685262411,1685262407,,,149.52564,1685262411,service,,,,alley,1685262407,
261170720,2287552804,,,70.459742,261170720,residential,,,yes,,2287552804,
386561392,386571721,,,375.489778,386561392,path,,,,,386571721,
386571721,386561350,,,364.002608,386571721,path,,,,,386561350,
386561350,386561340,,,118.657319,386561350,path,,,,,386561340,
386561340,386561322,,,103.78133,386561340,path,,,,,386561322,
386561322,386561315,,,121.07365,386561322,path,,,,,386561315,
386561315,386561392,,,844.401945,386561315,path,,,,,386561392,
2354194804,3051164545,,,10.407949,2354194804,footway,,,,,3051164545,
3051164545,1570583263,,,56.600744,3051164545,footway,,,,,1570583263,
1570583263,2354194799,,,65.279423,1570583263,footway,,,,,2354194799,
2917415965,1317509538,,,43.094943,2917415965,pedestrian,,East 58th Street,,,1317509538,
1317509538,5098734693,,,42.738378,1317509538,pedestrian,,East 58th Street,,,5098734693,
5098734693,2355617932,,,56.753783,5098734693,pedestrian,,East 58th Street,,,2355617932,
2372687570,2372687528,,,67.697354,2372687570,service,,,,alley,2372687528,
1651042005,1651041942,,,26.233394,1651042005,service,,,,alley,1651041942,
1651041942,2372687565,,,41.875683,1651041942,service,,,,alley,2372687565,
2372687565,2372687529,,,64.081472,2372687565,service,,,,alley,2372687529,
2372687572,2372687569,,,13.605893,2372687572,service,,,no,parking_aisle,2372687569,
2372687569,2372687578,,,18.945842,2372687569,service,,,no,parking_aisle,2372687578,
2372687572,5394546336,,,12.691849,2372687572,service,,,yes,driveway,5394546336,
5394546336,2372687562,,,10.878639,5394546336,service,,,yes,driveway,2372687562,
2372687526,5394546332,,,10.959,2372687526,service,,,yes,driveway,5394546332,
5394546332,2372687572,,,12.720856,5394546332,service,,,yes,driveway,2372687572,
261185250,261185255,,,221.653476,261185250,secondary,,Morgan Drive,,,261185255,
261185255,261185256,,,88.747822,261185255,secondary,,Morgan Drive,,,261185256,
2170472360,2170472515,,,52.664498,2170472360,path,,,,,2170472515,
2394531842,1711913469,,,11.377063,2394531842,footway,,,,,1711913469,
2394531841,1658287382,,,11.435943,2394531841,footway,,,,,1658287382,
1568436246,1568436304,,,33.59952,1568436246,footway,,,,,1568436304,
2394543885,2394543895,,,13.707619,2394543885,footway,,,,,2394543895,
261202623,261202624,,,45.789015,261202623,secondary,,Payne Drive,,,261202624,
5827182221,1977786643,,,28.689108,5827182221,secondary,2,East Midway Plaisance,yes,,1977786643,
1977786643,261207134,,,10.550716,1977786643,secondary,2,East Midway Plaisance,yes,,261207134,
4332959689,1977786748,,,3.103755,4332959689,secondary,4,Payne Drive,,,1977786748,
